competition,ts_start,ts_end,throw,tori
SAR2210D1T2FIN,2:11,2:13,ko soto gari,blue
SAR2210D1T2FIN,2:26,2:38,ko soto gari,blue
SAR2210D1T2FIN,3:38,3:40,ko soto gari,blue
SAR2210D1T2FIN,4:50,4:52,ko uchi gari,blue
SAR2210D1T2FIN,10:58,11:00,ura nage,white
SAR2210D1T2FIN,11:31,11:33,uchi mata,blue
SAR2210D1T2FIN,12:15,12:17,ko uchi barai,blue
SAR2210D1T2FIN,13:20,13:23,ura nage,white
SAR2210D1T2FIN,15:33,15:35,uchi mata,white
SAR2210D1T2FIN,17:19,17:21,sode tsurikomi goshi,white
SAR2210D1T2FIN,17:55,17:58,o goshi,white
SAR2210D1T2FIN,26:14,26:16,sode tsurikomi goshi,blue
SAR2210D1T2FIN,27:17,27:18,ko soto gari,white
SAR2210D1T2FIN,28:37,28:39,o uchi gari,blue
SAR2210D1T2FIN,32:14,32:16,uchi mata,blue
SAR2210D1T2FIN,47:11,47:11,morote seoi nage,blue
SAR2210D1T2FIN,49:19,49:21,morote seoi nage,blue
SAR2210D1T2FIN,56:00,56:02,yoko tomoe nage,blue
SAR2210D1T2FIN,56:32,56:34,yoko tomoe nage,blue
SAR2210D1T2FIN,56:58,57:00,morote seoi nage,blue
SAR2210D1T2FIN,57:25,57:27,yoko tomoe nage,blue
SAR2210D1T2FIN,1:02:48,1:02:50,sode tsurikomi goshi,white
SAR2210D1T2FIN,1:03:22,1:03:25,sode tsurikomi goshi,white
SAR2210D1T2FIN,1:18:14,1:18:16,sumi gaeshi,white
SAR2210D1T2FIN,1:25:52,1:25:54,kata guruma,white
SAR2210D1T2FIN,1:28:37,1:28:39,kata guruma,white
SAR2210D1T2FIN,1:30:18,1:30:20,sumi gaeshi,white
SAR2210D1T2FIN,1:38:34,1:38:36,o soto gari,white
SAR2210D1T2FIN,1:41.20,1:41:22,uchi mata,blue
SAR2210D1T2FIN,1:42:09,1:42:12,o uchi gari,blue
SAR2210D1T2FIN,1:43:21,1:43:23,sode tsurikomi goshi,white
SAR2210D1T2FIN,1:55:50,1:55:52,tani otoshi,white
SAR2210D1T2FIN,1:56:35,1:56:37,sode tsurikomi goshi,white
SAR2210D1T2FIN,2:07:41,2:07:43,kata guruma,blue
SAR2210D1T2FIN,2:10:23,2:10:25,ippon seoi nage,blue
SAR2210D1T2FIN,2:22:21,2:22:23,yoko tomoe nage,blue
SAR2210D1T2FIN,2:23:43,2:23:45,eri seoi nage,blue
SAR2210D1T2FIN,2:23:12,2:23:14,ko uchi makikomi,white
SAR2210D1T2FIN,2:23:50,2:23:51,ko uchi barai,blue
SAR2210D1T2FIN,2:34:02,2:34:04,harai goshi,blue
SAR2210D1T2FIN,2:41:57,2:41:58,o uchi gari,white
SAR2210D1T2FIN,2:42:37,2:42:39,uchi mata,blue
SAR2210D1T2FIN,2:43:09,2:43:11,uchi mata,blue
SAR2210D1T2FIN,2:45:28,2:45:30,harai goshi,blue
